trial,model_type,lstm_units,dropout_rate,learning_rate,batch_size,loss,mae,mape,profit_rate,win_rate,total_trades
1,lstm,"[64, 32, 16]",0.3,0.001,32,0.006563730537891388,0.06141422688961029,397283.28125,0,0,0
