date,open,high,low,close,volume,change_pct
2025-11-24,23.9,23.9,21.65,22.17,141791634.0,
2025-11-25,22.01,22.51,22.01,22.17,83493707.0,0.0
2025-11-26,22.03,22.99,21.33,22.44,126586766.0,1.2178619756427533
2025-11-27,22.14,22.37,21.87,21.92,65155008.0,-2.317290552584672
2025-11-28,21.68,22.1,21.64,21.87,43698087.0,-0.22810218978102093
2025-12-01,21.87,22.09,21.71,21.95,39482021.0,0.36579789666209006
2025-12-02,21.88,21.9,21.5,21.51,42885534.0,-2.004555808656028
2025-12-03,21.46,21.65,20.81,20.83,53763537.0,-3.1613203161320436
2025-12-04,20.78,21.5,20.3,21.09,67173812.0,1.2481997119539123
2025-12-05,20.93,21.12,20.61,21.06,39140443.0,-0.14224751066856944
2025-12-08,21.07,21.35,21.05,21.22,35950268.0,0.7597340930674212
2025-12-09,21.15,21.46,21.05,21.13,33892103.0,-0.4241281809613584
2025-12-10,20.9,20.9,20.69,20.83,30694698.0,-1.4197823000473342
2025-12-11,20.82,21.53,20.31,21.01,58469819.0,0.8641382621219496
2025-12-12,20.61,20.96,20.55,20.71,34813047.0,-1.4278914802475007
2025-12-15,20.34,20.61,20.34,20.35,23210743.0,-1.738290680830512
2025-12-16,20.35,20.48,19.89,19.9,30885313.0,-2.211302211302224
2025-12-17,19.89,20.0,19.5,19.89,35174560.0,-0.05025125628139726
2025-12-18,19.7,20.08,19.65,19.73,24248122.0,-0.8044243338360957
2025-12-19,19.94,20.22,19.78,20.07,31528582.0,1.723264064875818
2025-12-22,20.07,20.41,20.0,20.2,29217671.0,0.64773293472844
2025-12-23,20.2,20.2,19.9,19.91,25682115.0,-1.435643564356437
2025-12-24,19.89,20.2,19.82,20.16,27988220.0,1.255650426921151
2025-12-25,20.17,20.34,20.11,20.26,25793927.0,0.49603174603174427
2025-12-26,20.26,20.45,20.15,20.3,30823781.0,0.19743336623889718
2025-12-29,20.45,21.26,20.4,20.93,97270039.0,3.103448275862064
2025-12-30,20.6,20.82,20.51,20.63,45344124.0,-1.433349259436223
2025-12-31,20.61,20.75,20.35,20.39,32724880.0,-1.1633543383422151
2026-01-05,20.38,20.72,20.33,20.67,39812640.0,1.3732221677292822
2026-01-06,20.7,20.95,20.6,20.91,50481710.0,1.1611030478954953
2026-01-07,20.9,20.93,20.56,20.57,46448048.0,-1.6260162601625994
2026-01-08,20.59,21.13,20.59,20.96,60327671.0,1.8959649975692772
2026-01-09,20.85,21.31,20.81,21.18,62612447.0,1.049618320610679
2026-01-12,21.31,22.5,21.31,22.35,126815769.0,5.524079320113318
2026-01-13,22.48,22.48,21.3,21.41,86347579.0,-4.205816554809849
2026-01-14,21.4,22.18,21.3,21.83,98595667.0,1.9617001401214251
2026-01-15,22.45,22.5,21.65,21.7,79106507.0,-0.5955107650022828
2026-01-16,21.5,21.68,21.05,21.05,62392243.0,-2.995391705069117
2026-01-19,20.9,21.47,20.76,21.21,36249094.0,0.7600950118764827
2026-01-20,21.21,21.48,20.92,20.99,33139012.0,-1.0372465818010435
2026-01-21,20.8,21.45,20.74,21.21,41538016.0,1.048118151500721
2026-01-22,21.01,21.65,21.01,21.24,38262350.0,0.14144271570013522
2026-01-23,21.15,21.3,21.07,21.22,36919974.0,-0.09416195856873921
2026-01-26,21.2,21.34,20.58,20.66,42630456.0,-2.639019792648434
2026-01-27,20.65,20.71,20.06,20.41,33215930.0,-1.2100677637947754
2026-01-28,21.0,21.17,20.62,20.63,38468048.0,1.0779029887310054
2026-01-29,20.39,20.71,20.11,20.34,33978695.0,-1.4057198254968428
2026-01-30,20.25,20.38,20.0,20.04,29106187.0,-1.4749262536873142
2026-02-02,20.02,20.15,19.8,19.81,24103474.0,-1.1477045908183658
2026-02-03,20.0,20.21,19.89,20.17,23978076.0,1.8172640080767355
2026-02-04,20.02,20.09,19.89,20.07,19951824.0,-0.49578582052554054
2026-02-05,19.92,20.04,19.9,19.96,14558763.0,-0.5480817140009919
2026-02-06,19.9,20.09,19.65,19.92,18866044.0,-0.2004008016032066
2026-02-09,20.16,20.29,20.05,20.22,24054198.0,1.5060240963855387
2026-02-10,20.2,20.48,20.14,20.33,24679871.0,0.544015825914923
2026-02-11,20.33,20.49,20.17,20.17,20468244.0,-0.7870142646335343
2026-02-12,20.28,20.34,20.12,20.16,19737506.0,-0.049578582052556275
2026-02-13,20.13,20.55,20.13,20.15,28239208.0,-0.04960317460318553
2026-02-24,20.33,20.38,19.96,20.15,21232713.0,0.0
2026-02-25,20.17,20.29,20.15,20.18,20282456.0,0.14888337468983437
2026-02-26,20.18,20.43,20.08,20.26,27775581.0,0.3964321110009994
2026-02-27,20.26,21.4,20.21,21.02,87069527.0,3.75123395853898
